ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
16606,Douglas Lambert Doug Burke,M,27.0,183.0,82.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Water Polo,Water Polo Mens Water Polo,Silver
54192,Jaroslava Jehlikov,F,26.0,167.0,54.0,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Womens 800 metres,NoMedal
16919,Guy Montagu Butler,M,20.0,175.0,70.0,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Mens 4 x 400 metres Relay,Gold
6675,Stephen William Steve Badger,M,19.0,175.0,70.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Mens 200 metres Freestyle,NoMedal
47286,Reino Mikael Heino,M,27.0,173.0,65.5,Finland,FIN,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Mens Horizontal Bar,NoMedal
30725,Anne A Dupire,F,24.0,175.0,70.0,France,FRA,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Womens 4 x 100 metres Freestyle Relay,NoMedal
110936,Sin MyongOk,F,14.0,144.0,38.0,North Korea,PRK,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Womens Team AllAround,NoMedal
30531,Alexandru Dulu,M,20.0,185.0,84.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Canoeing,Canoeing Mens Kayak Doubles 1000 metres,NoMedal
29511,Dorjsembeegiin Erdenchimeg,F,29.0,164.0,56.0,Mongolia,MGL,1988 Summer,1988,Summer,Seoul,Archery,Archery Womens Team,NoMedal
107586,Grant Luke Schubert,M,24.0,180.0,82.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Hockey,Hockey Mens Hockey,Gold
70070,Karin Elisabet Lindberg Lindn,F,18.0,175.0,70.0,Sweden,SWE,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Womens Team AllAround,NoMedal
103077,Manuel Royes Bohigas,M,24.0,175.0,70.0,Spain,ESP,1948 Summer,1948,Summer,London,Hockey,Hockey Mens Hockey,NoMedal
66485,Mark Langin,M,25.0,184.0,78.0,Great Britain,GBR,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Mens 20 kilometres,NoMedal
62888,Janina Urszula Korowicka Friesinger,F,21.0,169.0,68.0,Poland,POL,1976 Winter,1976,Winter,Innsbruck,Speed Skating,Speed Skating Womens 1500 metres,NoMedal
67435,Mohamed Lazhari,M,26.0,175.0,65.0,Algeria,ALG,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Mens Horse Vault,NoMedal
14666,Dorothea Brandt,F,32.0,178.0,70.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Womens 50 metres Freestyle,NoMedal
9243,Enrique Jaime Beckles Mapp,M,24.0,175.0,70.0,Argentina,ARG,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Mens 100 metres,NoMedal
74485,John Devlin Mann,M,31.0,199.0,113.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Mens Water Polo,NoMedal
81461,Mario Aldo Montano,M,24.0,181.0,93.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Fencing,Fencing Mens Sabre Individual,NoMedal
116860,Johan Frithiof Isidor John Svanberg Swanberg,M,24.0,168.0,59.0,Sweden,SWE,1906 Summer,1906,Summer,Athina,Athletics,Athletics Mens 5 mile,Silver
95366,Iskren Milkov Plankov,M,22.0,180.0,78.0,Bulgaria,BUL,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Mens 30 kilometres,NoMedal
133545,Denis Igorevich Yuskov,M,24.0,190.0,84.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Mens 1000 metres,NoMedal
54073,Kashif Jawwad,M,19.0,175.0,76.0,Pakistan,PAK,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Mens Hockey,NoMedal
78658,Rogelio Mendoza Rojas,M,24.0,171.0,68.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Mens Horse Vault,NoMedal
106156,Johann Hans Sauter,M,27.0,175.0,70.0,Austria,AUT,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Mens Team AllAround,NoMedal
104450,Yoshihiro Saito,M,24.0,170.0,66.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Mens Horizontal Bar,NoMedal
74890,Jagna Marczuajtis Kolasiska,F,23.0,171.0,64.0,Poland,POL,2002 Winter,2002,Winter,Salt Lake City,Snowboarding,Snowboarding Womens Parallel Giant Slalom,NoMedal
35740,Alfred Flatow,M,26.0,175.0,70.0,Germany,GER,1896 Summer,1896,Summer,Athina,Gymnastics,Gymnastics Mens Parallel Bars Teams,Gold
84266,Takao Nakae,M,23.0,185.0,70.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Basketball,Basketball Mens Basketball,NoMedal
129261,Erwin Wegner,M,27.0,191.0,80.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Mens 110 metres Hurdles,NoMedal
60182,Nellya Vladimirovna Nelli Kim Achasov,F,18.0,152.0,47.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Womens Floor Exercise,Gold
24413,Lisa Gaye CurryKenny,F,22.0,170.0,62.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Womens 100 metres Butterfly,NoMedal
127697,Veselin Vujovi,M,23.0,197.0,93.0,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Mens Handball,Gold
67707,Guy Leclerc,M,16.0,188.0,82.0,Canada,CAN,1972 Summer,1972,Summer,Munich,Water Polo,Water Polo Mens Water Polo,NoMedal
92423,Marita Arthur Payne Wiggins,F,27.0,173.0,57.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Womens 400 metres,NoMedal
111707,Vibeke Westbye Skofterud,F,21.0,165.0,62.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Womens 30 kilometres,NoMedal
67301,Peter Sidney Lawler,M,23.0,170.0,70.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Canoeing,Canoeing Mens Kayak Fours 1000 metres,NoMedal
116699,Fabienne Suter,F,29.0,167.0,63.0,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Womens Downhill,NoMedal
4432,Harold Edward Annison,M,28.0,183.0,70.0,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Swimming,Swimming Mens 4 x 200 metres Freestyle Relay,NoMedal
41199,Elisabeta Goloie,F,28.0,171.0,72.0,Romania,ROU,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Womens Volleyball,NoMedal
52809,Ivan Ivanov Ivanov,M,29.0,155.0,54.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Mens Bantamweight,NoMedal
242,Ahmed Abdelrahman,M,20.0,165.0,60.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Mens ExtraLightweight,NoMedal
127190,Konstantin Yuryevich Volkov,M,20.0,184.0,74.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Mens Pole Vault,Silver
39291,Haile Gebrselassie,M,23.0,165.0,56.0,Ethiopia,ETH,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Mens 10000 metres,Gold
5287,Juana Rosario Arrendel,F,17.0,188.0,72.0,Dominican Republic,DOM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Womens High Jump,NoMedal
111000,Ajitpal Singh Kular,M,25.0,178.0,70.0,India,IND,1972 Summer,1972,Summer,Munich,Hockey,Hockey Mens Hockey,Bronze
99829,Carl Reiser,M,59.0,175.0,70.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Art Competitions,Art Competitions Mixed Painting Unknown Event,NoMedal
78562,Marie Pascale Menage,F,25.0,175.0,70.0,Mauritius,MRI,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Womens Windsurfer,NoMedal
74022,Mladenka  Malenia Vidovic,F,28.0,169.0,57.0,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Womens SmallBore Rifle Three Positions 50 metres,NoMedal
21462,Oksana Aleksandrovna Chusovitina,F,33.0,153.0,43.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Womens Floor Exercise,NoMedal
36840,Dawn Lorraine Fraser,F,27.0,172.0,67.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Womens 4 x 100 metres Freestyle Relay,Silver
98482,Kamil Rajnert,M,27.0,191.0,80.0,Poland,POL,2004 Summer,2004,Summer,Athina,Equestrianism,Equestrianism Mixed ThreeDay Event Individual,NoMedal
33427,Anthony Evans,M,28.0,174.0,69.0,Australia,AUS,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Mens 1015 kilometres Pursuit,NoMedal
56742,Noboyuki Kajitani,M,29.0,156.0,53.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Mens Individual AllAround,NoMedal
100533,Heather Lynn Richardson Bergsma,F,24.0,178.0,70.0,United States,USA,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Womens Team Pursuit 6 laps,NoMedal
30490,mile Duhamel,M,24.0,175.0,70.0,France,FRA,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Mens Team AllAround,NoMedal
7567,Amine Bannour,M,26.0,196.0,102.0,Tunisia,TUN,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Mens Handball,NoMedal
28718,Bineta Diouf,F,21.0,185.0,75.0,Senegal,SEN,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Womens Basketball,NoMedal
48505,Rei Higuchi,M,20.0,163.0,63.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,Wrestling Mens Featherweight Freestyle,Silver
73087,Sarah Anne Macky Dunn,F,24.0,176.0,68.0,New Zealand,NZL,2004 Summer,2004,Summer,Athina,Sailing,Sailing Womens One Person Dinghy,NoMedal
87864,Cian OConnor,M,24.0,176.0,74.0,Ireland,IRL,2004 Summer,2004,Summer,Athina,Equestrianism,Equestrianism Mixed Jumping Team,NoMedal
128870,Daniel Waszkiewicz,M,23.0,191.0,86.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Handball,Handball Mens Handball,NoMedal
74615,Evlambios Lambis Manthos,M,42.0,167.0,76.0,Greece,GRE,1976 Summer,1976,Summer,Montreal,Shooting,Shooting Mixed SmallBore Rifle Prone 50 metres,NoMedal
108163,Lars Henrik Sedin,M,29.0,188.0,87.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Mens Ice Hockey,NoMedal
102964,Ronda Jean Rousey Browne,F,21.0,170.0,70.0,United States,USA,2008 Summer,2008,Summer,Beijing,Judo,Judo Womens Middleweight,Bronze
57998,Sawao Kato,M,29.0,163.0,59.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Mens Individual AllAround,Silver
25124,Jrg Damme,M,37.0,190.0,104.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Shooting,Shooting Mens Trap,NoMedal
130558,Beverly Anna Maria Williams,F,15.0,162.0,49.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Diving,Diving Womens Platform,NoMedal
103285,Paul F Rudolf,M,27.0,175.0,70.0,Switzerland,SUI,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Mens Coxed Eights,NoMedal
3945,Bo Leif Andersson,M,32.0,183.0,71.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Mens 4 x 75 kilometres Relay,NoMedal
93904,Ulla Merete Petersen Holm,F,39.0,167.0,54.0,Denmark,DEN,1972 Summer,1972,Summer,Munich,Equestrianism,Equestrianism Mixed Dressage Team,NoMedal
20772,Tendai Chimusasa,M,25.0,180.0,60.0,Zimbabwe,ZIM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Mens Marathon,NoMedal
90503,Jos Padrs Rebollo,M,25.0,177.0,76.0,Spain,ESP,1972 Summer,1972,Summer,Munich,Water Polo,Water Polo Mens Water Polo,NoMedal
86804,Toyokazu Nomura,M,23.0,163.0,69.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Judo,Judo Mens HalfMiddleweight,Gold
15566,Michael Andrew Mike Brown,M,20.0,185.0,87.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Mens 200 metres Breaststroke,NoMedal
71919,Lu Wei,F,25.0,182.0,76.0,China,CHN,2008 Summer,2008,Summer,Beijing,Softball,Softball Womens Softball,NoMedal
94244,Ingvar Lennart Pettersson,M,29.0,186.0,75.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Modern Pentathlon,Modern Pentathlon Mens Individual,NoMedal
106372,Habib Zareef Sayed,M,23.0,170.0,58.0,Afghanistan,AFG,1960 Summer,1960,Summer,Roma,Athletics,Athletics Mens 4 x 100 metres Relay,NoMedal
5995,Franois Aupetit,M,23.0,175.0,70.0,France,FRA,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Mens Lightweight,NoMedal
68177,Travis Reynolds Lee,M,21.0,190.0,93.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Mens Baseball,Bronze
90874,Antnio Palminha,M,29.0,178.0,78.0,Portugal,POR,1992 Summer,1992,Summer,Barcelona,Shooting,Shooting Mixed Trap,NoMedal
36460,Samu Fti Fleck,M,21.0,175.0,70.0,Hungary,HUN,1912 Summer,1912,Summer,Stockholm,Gymnastics,Gymnastics Mens Team AllAround,Silver
20347,Taisiya Filippovna Chenchik,F,28.0,175.0,54.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Womens High Jump,Bronze
57039,Wandee Kameaim,F,30.0,150.0,58.0,Thailand,THA,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Womens Lightweight,NoMedal
67556,Jean le Vavasseur,M,24.0,175.0,70.0,France,FRA,1924 Summer,1924,Summer,Paris,Equestrianism,Equestrianism Mens ThreeDay Event Individual,NoMedal
98659,Mara Elena Ramrez,F,17.0,154.0,50.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Womens Team AllAround,NoMedal
103277,Wiesaw Ksawery Rudkowski,M,21.0,180.0,71.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Mens Middleweight,NoMedal
130655,James Ralph Williams,M,29.0,175.0,70.0,Wales-4,GBR,1908 Summer,1908,Summer,London,Hockey,Hockey Mens Hockey,Bronze
56605,Andrzej Kdzioka,M,31.0,180.0,87.0,Poland,POL,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Mens Ice Hockey,NoMedal
6449,Rudolf Babiak,M,24.0,157.0,53.0,Czechoslovakia,TCH,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Mens Pommelled Horse,NoMedal
130412,Sepp Wildgruber,M,25.0,176.0,81.0,West Germany,FRG,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Mens Downhill,NoMedal
101387,Walter Walt Robertson,M,24.0,175.0,70.0,Canada,CAN,1948 Summer,1948,Summer,London,Rowing,Rowing Mens Coxed Eights,NoMedal
43274,Gyrgy Gruber,M,22.0,171.0,71.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Shooting,Shooting Mixed Trap,NoMedal
64781,Galina Alekseyevna Kukleva,F,29.0,176.0,66.0,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Womens 10 kilometres Pursuit,NoMedal
48796,William Hirons,M,36.0,175.0,95.0,London City Police-1,GBR,1908 Summer,1908,Summer,London,Tug-Of-War,TugOfWar Mens TugOfWar,Gold
61909,Franz Kfel,M,28.0,175.0,85.0,Austria-2,AUT,1976 Winter,1976,Winter,Innsbruck,Bobsleigh,Bobsleigh Mens Four,NoMedal
52690,Saburo Ito,M,21.0,175.0,70.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Mens 200 metres Breaststroke,NoMedal
121545,Kent Harold Townley,M,26.0,167.0,61.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Wrestling,Wrestling Mens Bantamweight GrecoRoman,NoMedal
118014,Daisaku Takeda,M,26.0,178.0,73.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Mens Lightweight Double Sculls,NoMedal
107145,Ulrik Peter Schmidt,M,47.0,180.0,76.0,Denmark,DEN,2010 Winter,2010,Winter,Vancouver,Curling,Curling Mens Curling,NoMedal
10654,Tell Schirnding Berna,M,20.0,188.0,70.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Mens CrossCountry Team,NoMedal
135489,Anastasiya Valeryevna ZuyevaFesikova,F,22.0,182.0,71.0,Russia,RUS,2012 Summer,2012,Summer,London,Swimming,Swimming Womens 200 metres Backstroke,Silver
115297,Hannah Stockbauer,F,22.0,174.0,63.0,Germany,GER,2004 Summer,2004,Summer,Athina,Swimming,Swimming Womens 800 metres Freestyle,NoMedal
53763,Daniel Ervin Dan Jansen,M,22.0,183.0,88.0,United States,USA,1988 Winter,1988,Winter,Calgary,Speed Skating,Speed Skating Mens 500 metres,NoMedal
68615,La Lemare,F,17.0,169.0,52.0,France,FRA,2014 Winter,2014,Winter,Sochi,Ski Jumping,Ski Jumping Womens Normal Hill Individual,NoMedal
46050,Ingrid Roelinda Haringa,F,32.0,175.0,70.0,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Womens Road Race Individual,NoMedal
134558,Zhang Weiwei,F,25.0,182.0,66.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Womens Water Polo,NoMedal
105709,Atanas Sapundzhiev,M,22.0,186.0,93.0,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Boxing,Boxing Mens Heavyweight,NoMedal
79314,Miao Min,F,23.0,160.0,51.0,China,CHN,1984 Winter,1984,Winter,Sarajevo,Speed Skating,Speed Skating Womens 500 metres,NoMedal
80222,Erin Mirabella Veenstra,F,26.0,162.0,64.0,United States,USA,2004 Summer,2004,Summer,Athina,Cycling,Cycling Womens Points Race,NoMedal
109212,William F Bill Shanahan,M,27.0,175.0,70.0,Ireland,IRL,1924 Summer,1924,Summer,Paris,Athletics,Athletics Mens Decathlon,NoMedal
56398,Peter Jurko,M,20.0,175.0,70.0,Czechoslovakia,TCH,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Mens Super G,NoMedal
59483,Martin Iosifovich Khuber,M,22.0,180.0,85.0,Kazakhstan,KAZ,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Mens Downhill,NoMedal
72786,Jacob Arnold Koos Maasdijk,M,23.0,195.0,96.0,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Mens Quadruple Sculls,NoMedal
103261,Stephen A Ruddy Jr,M,18.0,177.0,70.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Mens 200 metres Breaststroke,NoMedal
5217,Andreas Arnold,M,23.0,178.0,78.0,Austria-2,AUT,1964 Winter,1964,Winter,Innsbruck,Bobsleigh,Bobsleigh Mens Four,NoMedal
26007,Antnio Damaso de Carvalho,M,22.0,175.0,70.0,Brazil,BRA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Mens 400 metres,NoMedal
80136,Revaz Mindorashvili,M,28.0,175.0,84.0,Georgia,GEO,2004 Summer,2004,Summer,Athina,Wrestling,Wrestling Mens LightHeavyweight Freestyle,NoMedal
91828,Jnos Parti,M,19.0,182.0,83.0,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Canoeing,Canoeing Mens Canadian Singles 1000 metres,Silver
56794,Peter Kalafut,M,31.0,190.0,96.0,Czechoslovakia,TCH,1992 Summer,1992,Summer,Barcelona,Handball,Handball Mens Handball,NoMedal
67279,Law Hiu Fung,M,24.0,184.0,78.0,Hong Kong,HKG,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Mens Single Sculls,NoMedal
103111,Milica Roman,F,24.0,175.0,70.0,Yugoslavia,YUG,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Womens Team AllAround,NoMedal
7659,Aivaras Baranauskas,M,24.0,189.0,85.0,Lithuania,LTU,2004 Summer,2004,Summer,Athina,Cycling,Cycling Mens Team Pursuit 4000 metres,NoMedal
63348,Nikola Kovaevi,M,29.0,193.0,78.0,Serbia,SRB,2012 Summer,2012,Summer,London,Volleyball,Volleyball Mens Volleyball,NoMedal
56481,Gaston Kaanen,M,24.0,175.0,70.0,Belgium,BEL,1928 Summer,1928,Summer,Amsterdam,Fencing,Fencing Mens Sabre Team,NoMedal
122552,Tony Tuivuna,M,21.0,180.0,77.0,Fiji,FIJ,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Mens Football,NoMedal
123999,Linda Vlimki,F,23.0,166.0,70.0,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Womens Ice Hockey,NoMedal
93145,Werner Perathoner,M,26.0,179.0,83.0,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Mens Super G,NoMedal
77805,Wallace Angus Grayton Grey McLeish,M,21.0,175.0,70.0,Canada,CAN,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Mens Coxed Eights,NoMedal
127151,Ramn Volcan,M,20.0,175.0,70.0,Venezuela,VEN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Mens 4 x 100 metres Medley Relay,NoMedal
29978,Aleksandar Drenovak,M,28.0,182.0,75.0,Serbia,SRB,2012 Summer,2012,Summer,London,Boxing,Boxing Mens Middleweight,NoMedal
104368,Fadi Saikali,M,22.0,179.0,78.0,Lebanon,LIB,1992 Summer,1992,Summer,Barcelona,Judo,Judo Mens HalfMiddleweight,NoMedal
54441,Johannes Robert Jensen,M,20.0,175.0,70.0,Denmark,DEN,1936 Summer,1936,Summer,Berlin,Hockey,Hockey Mens Hockey,NoMedal
74393,Maiya Salakharovna Maneza,F,26.0,161.0,63.0,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Womens Middleweight,Gold
95893,Jean Pollet,M,36.0,175.0,70.0,Switzerland,SUI,1948 Summer,1948,Summer,London,Basketball,Basketball Mens Basketball,NoMedal
43253,Svetlana Khristoforovna Grozdova Mikhalitseva,F,17.0,156.0,41.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Womens Individual AllAround,NoMedal
85006,Jeffrey Reginald Nedd,M,31.0,184.0,87.0,Aruba,ARU,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Mens LightHeavyweight,NoMedal
100341,Ri JongSong,M,22.0,158.0,57.0,North Korea,PRK,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Mens Floor Exercise,NoMedal
100071,Bla Rerrich,M,34.0,175.0,70.0,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Fencing,Fencing Mens epee Team,NoMedal
46017,Lucy Anne Hardy Wainwright,F,26.0,172.0,68.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Canoeing,Canoeing Womens Kayak Singles 500 metres,NoMedal
75769,Juan Martnez Lpez,M,26.0,170.0,69.0,Mexico,MEX,1976 Summer,1976,Summer,Montreal,Canoeing,Canoeing Mens Canadian Doubles 1000 metres,NoMedal
30142,Vyacheslav Yemelyanovich Dryagin,M,23.0,173.0,72.0,Soviet Union,URS,1964 Winter,1964,Winter,Innsbruck,Nordic Combined,Nordic Combined Mens Individual,NoMedal
89002,Daniela Oltean,F,25.0,164.0,60.0,Romania,ROU,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Womens 1500 metres,NoMedal
47478,Mathew Glen Helm,M,19.0,170.0,62.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Mens Platform,NoMedal
33520,Meike Evers,F,19.0,185.0,76.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Womens Single Sculls,NoMedal
69270,Gwynedd LewisLingard,F,17.0,152.0,53.0,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Womens Team Portable Apparatus,NoMedal
38051,Divina Mary Galica,F,19.0,172.0,60.0,Great Britain,GBR,1964 Winter,1964,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Womens Downhill,NoMedal
44536,Ferenc Habony,M,19.0,178.0,75.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Cycling,Cycling Mens Sprint,NoMedal
12395,Agnese Blumberga Rubene,F,21.0,170.0,65.0,Latvia,LAT,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Womens Singles,NoMedal
110901,Norine Karen Rene SimpsonAlter Collins,F,26.0,175.0,65.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Womens Doubles,NoMedal
61702,Liselotte Lilo Kobi Kennel,F,22.0,175.0,70.0,Switzerland,SUI,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Womens 200 metres Breaststroke,NoMedal
9958,Alfonso Benavides Lpez de Ayala,M,21.0,182.0,86.0,Spain,ESP,2012 Summer,2012,Summer,London,Canoeing,Canoeing Mens Canadian Singles 200 metres,NoMedal
47799,Heo ByeongHo,M,25.0,163.0,60.0,South Korea,KOR,1992 Summer,1992,Summer,Barcelona,Wrestling,Wrestling Mens Featherweight GrecoRoman,NoMedal
46129,Brian Harrell,M,23.0,186.0,83.0,South Africa,RSA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Mens Baseball,NoMedal
69930,Rubn Daro Limardo Gascn,M,23.0,175.0,75.0,Venezuela,VEN,2008 Summer,2008,Summer,Beijing,Fencing,Fencing Mens epee Team,NoMedal
22398,Emil Johannes Collan,M,29.0,175.0,70.0,Finland,FIN,1912 Summer,1912,Summer,Stockholm,Shooting,Shooting Mens Trap Team,NoMedal
109306,Yevgeny Konstantinovich Sharonov,M,29.0,189.0,96.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Water Polo,Water Polo Mens Water Polo,Bronze
89229,Isabela Maria Moreira Onyshko,F,18.0,157.0,50.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Womens Uneven Bars,NoMedal
127981,Lennie Waite,F,30.0,172.0,59.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Womens 3000 metres Steeplechase,NoMedal
42267,Elka Graham Whalan,F,18.0,187.0,67.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Womens 4 x 100 metres Freestyle Relay,NoMedal
11521,Cawas Kersasp Billimoria,M,29.0,175.0,70.0,India,IND,1992 Summer,1992,Summer,Barcelona,Judo,Judo Mens Heavyweight,NoMedal
118370,Anca Tnase Ruican,F,28.0,175.0,70.0,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Womens Coxed Eights,Gold
92170,Ronald Ren Charles Paul,M,35.0,174.0,76.0,Great Britain,GBR,1956 Summer,1956,Summer,Melbourne,Fencing,Fencing Mens Foil Team,NoMedal
3820,Haley Danita Anderson,F,20.0,178.0,68.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Womens 10 kilometres Open Water,Silver
